"","Time","TimeNum","Area","Volume","Volumeerr","Volumeerrmax","Levelerr"
"1",1992275,1992.83333333333,24777.8,101.776528885267,4.78101548447445,NA,0.0140059416091202
"2",1992306,1993,24670.3,100.122821957975,4.74855979850921,NA,0.0140047134911473
"3",1992336,1993.08333333333,NA,101.422446050312,2.38978874336621,NA,0.00701090420655025
"4",1993001,1993.16666666667,NA,99.8177719820222,2.5086883006347,NA,0.00740800838123176
"5",1993032,1993.25,NA,102.783554300305,5.46753977665602,NA,0.0159522732975586
"6",1993060,1993.33333333333,NA,103.403256873137,2.5418938896969,NA,0.00739793003698332
"7",1993091,1993.41666666667,24930.8,100.890867838159,5.1068792966618,NA,0.0150143797868367
"8",1993121,1993.5,24710.3,103.052362055104,4.80565104028952,NA,0.0140060205357599
"9",1993152,1993.58333333333,24790.7,102.765116244378,4.7996757683093,NA,0.0140047277703433
"10",1993182,1993.66666666667,24765.2,102.633451460897,4.80697096101741,NA,0.0140334322773299
"11",1993213,1993.75,24687.6,98.7774504278599,4.72222670637499,NA,0.014004270497389
"12",1993244,1993.83333333333,NA,95.3266355309866,2.32875965166658,NA,0.00700658419986237
"13",1993274,1993.91666666667,NA,92.0419824717418,4.59502370619504,NA,0.0140212613986759
"14",1993305,1994,NA,91.9230943546416,2.89941556342984,NA,0.00885185098171563
"15",1993335,1994.08333333333,NA,94.2577510418596,2.79491796095296,NA,0.00844743659949573
"16",1994001,1994.16666666667,NA,93.5772802911477,2.50207356462706,NA,0.00758439658278099
"17",1994032,1994.25,NA,100.091519034935,2.45130415093325,NA,0.00723044665356159
"18",1994060,1994.33333333333,NA,100.026316171514,2.52480821443639,NA,0.00744924384646522
"19",1994091,1994.41666666667,NA,99.2372994528016,2.85393001197595,NA,0.00844760453161131
"20",1994121,1994.5,NA,101.640087486552,2.39145633991087,NA,0.00700961639692394
"21",1994152,1994.58333333333,24726.4,99.2294988781808,7.43879741852534,NA,0.0220194736004292
"22",1994182,1994.66666666667,24561.5,98.349482804685,4.71446620525637,NA,0.0140060272806963
"23",1994213,1994.75,24226.7,96.4564949055584,4.67709109395928,NA,0.0140051478669184
"24",1994244,1994.83333333333,24379.9,93.9720931825593,4.62764808289517,NA,0.0140038189325832
"25",1994274,1994.91666666667,24726.4,92.558647378845,4.92946246546038,NA,0.0150081270632148
"26",1994305,1995,NA,91.6652717721657,2.3002671808573,NA,0.00703054563029897
"27",1994335,1995.08333333333,NA,93.200858067645,2.33395403661582,NA,0.00708624024094583
"28",1995001,1995.16666666667,NA,94.5156220630708,2.59042759702009,NA,0.00782077168939229
"29",1995032,1995.25,NA,94.0434782548165,2.89599805977293,NA,0.00876096216533892
"30",1995060,1995.33333333333,NA,97.7669871889824,3.56800245669397,NA,0.0106257063205229
"31",1995091,1995.41666666667,NA,97.4620063965196,2.35044990932431,NA,0.00700866526745863
"32",1995121,1995.5,NA,96.2121384112057,2.35028807224398,NA,0.00704496987511579
"33",1995152,1995.58333333333,24205.5,93.8064533796465,4.625773663432,NA,0.014008078011692
"34",1995182,1995.66666666667,23955.6,91.2462341169698,4.57361388138,NA,0.0140043842441433
"35",1995213,1995.75,23572.8,83.8653887103011,4.42419315719501,NA,0.0140041511814185
"36",1995244,1995.83333333333,23081.8,80.7354895425109,4.3598922811592,NA,0.0140048305086353
"37",1995274,1995.91666666667,23038.8,77.3397018833141,4.28945377594363,NA,0.0140061494533654
"38",1995305,1996,22845.7,75.9585073752009,4.26119967385936,NA,0.0140088587875901
"39",1995335,1996.08333333333,NA,74.6163487088215,2.12196883098624,NA,0.00702287840225787
"40",1996001,1996.16666666667,NA,75.4386113008534,2.02132815657963,NA,0.00666237355939308
"41",1996032,1996.25,NA,74.5787248380108,2.53563037253594,NA,0.00839351819203962
"42",1996061,1996.33333333333,NA,74.7975030769696,1.94605777285768,NA,0.0064348395169499
"43",1996092,1996.41666666667,23066.5,74.6445708108677,4.2703241019925,NA,0.0141310859630851
"44",1996122,1996.5,22841.1,73.8932131115266,4.21635664735714,NA,0.0140053275533882
"45",1996153,1996.58333333333,22583.5,72.4680269545389,3.88813200614096,NA,0.0130089046286574
"46",1996183,1996.66666666667,22303.4,68.6138707717576,3.80985898581536,NA,0.0130052758472869
"47",1996214,1996.75,21989,64.5153267717913,3.72655812803788,NA,0.0130058213386763
"48",1996245,1996.83333333333,21498.3,60.8900430546537,3.65100514246545,NA,0.0130041224205017
"49",1996275,1996.91666666667,21337.8,57.5539602847714,3.58701740574966,NA,0.0130266073960781
"50",1996306,1997,21093.2,56.7769846024462,3.56454873083438,NA,0.0130049456428459
"51",1996336,1997.08333333333,NA,55.8981844153344,1.37035680028831,NA,0.00502605209880767
"52",1997001,1997.16666666667,NA,56.5230141116745,1.76526912003308,NA,0.00645021650818792
"53",1997032,1997.25,NA,56.9191876555208,2.05155224857907,NA,0.00747856290154733
"54",1997060,1997.33333333333,NA,55.7610487539681,1.45258156500945,NA,0.00533203598976038
"55",1997091,1997.41666666667,21718,57.0162067043333,3.56965711084068,NA,0.0130050204058135
"56",1997121,1997.5,NA,56.8049856843955,1.64667078744561,NA,0.00600673091252838
"57",1997152,1997.58333333333,20999.2,54.0151782647448,3.50565295679538,NA,0.0130059494794655
"58",1997182,1997.66666666667,20893.4,50.2204017780873,3.42246289486435,NA,0.0130038455907468
"59",1997213,1997.75,19745.9,46.0509618489195,3.0748116281367,NA,0.0120080972624502
"60",1997244,1997.83333333333,19300.2,42.4535199030541,2.9982167800907,NA,0.0120034138566943
"61",1997274,1997.91666666667,19466.7,40.0441055207042,2.95075690154829,NA,0.0120193510400788
"62",1997305,1998,18978.4,37.8278039287992,2.89989234319105,NA,0.0120073819992738
"63",1997335,1998.08333333333,NA,38.0412250546422,1.44983715021653,NA,0.00599364264134091
"64",1998001,1998.16666666667,NA,38.2703699217618,1.65942802742225,NA,0.00684835501909765
"65",1998032,1998.25,NA,40.6419583735773,3.60370754853953,NA,0.0146154633508486
"66",1998060,1998.33333333333,NA,37.5168771330887,1.86810879425704,NA,0.00775326324181631
"67",1998091,1998.41666666667,NA,38.8322067712806,1.22724411685682,NA,0.00504364949673587
"68",1998121,1998.5,19865.5,38.5577814262594,2.92167701274715,NA,0.0120317946407809
"69",1998152,1998.58333333333,19714.4,38.6311698071334,2.91630676466147,NA,0.012003132920162
"70",1998182,1998.66666666667,19947.6,38.3725399602447,2.91268110574392,NA,0.0120112967804267
"71",1998213,1998.75,19624.7,38.1567160429475,2.90645266140115,NA,0.0120049323193698
"72",1998244,1998.83333333333,19553.8,35.8810534311191,2.85660037467842,NA,0.0120046403137495
"73",1998274,1998.91666666667,19181.3,35.3493113620934,2.8454396883679,NA,0.0120070645800972
"74",1998305,1999,19013.3,34.1718141909586,2.81914850341245,NA,0.0120063982825294
"75",1998335,1999.08333333333,NA,33.4990951466186,1.39141056566657,NA,0.0059575838514955
"76",1999001,1999.16666666667,NA,34.4099074375521,1.61402521171253,NA,0.00686103060719744
"77",1999032,1999.25,NA,33.8855128096916,1.46121489070396,NA,0.00623725523274461
"78",1999060,1999.33333333333,NA,34.321747200694,1.17802199362524,NA,0.00501111267741646
"79",1999091,1999.41666666667,20025,34.4005260646139,2.85139312443624,NA,0.0121218311407188
"80",1999121,1999.5,20197.1,34.9193125644616,2.83558829763529,NA,0.0120056653361454
"81",1999152,1999.58333333333,19676,34.7687437155024,2.83202590253399,NA,0.0120047212888305
"82",1999182,1999.66666666667,19312,33.0003964595617,2.7926815922894,NA,0.0120052419123023
"83",1999213,1999.75,19014.7,30.6141093231566,2.74543304163695,NA,0.012034838911032
"84",1999244,1999.83333333333,18917.4,26.0255776314536,2.63191299914781,NA,0.0120035527247801
"85",1999274,1999.91666666667,18214.4,23.7313196685152,2.36375068558075,NA,0.0110087086930668
"86",1999305,2000,18325.7,23.9631294970317,2.36809442394389,NA,0.011005216929713
"87",1999335,2000.08333333333,NA,23.4516712138591,1.25293324855183,NA,0.00585053635593353
"88",2000001,2000.16666666667,NA,23.5603454478782,6.35513289982661,NA,0.0296449984329566
"89",2000032,2000.25,NA,24.0878693848892,1.08143982157101,NA,0.0050199601952402
"90",2000061,2000.33333333333,NA,23.5258349437642,1.12482303510748,NA,0.00524869015949694
"91",2000092,2000.41666666667,NA,24.5950871942282,1.11229486996798,NA,0.0051391205501428
"92",2000122,2000.5,18421.5,24.0514735334817,2.36980410746926,NA,0.0110041532576403
