Time,Mean_Levels,Mean_Level_Errors,LakeArea,NonCCover,Cleaned_Area,wsc,rws,,,Area=-78860948454.61244+8695784894.057913*x-314080884.7731609*x^2+3893584.76621067*x^3,,,RMSE of relation:  7.50642e+07 ,,,	LevelError:  0.00920644 ,,,Multiple R-squared:  0.991 ,,,	Adjusted R-squared:  0.991 
1992275,35.68319516895004,,8421.57,0.917327,8421.57,0,0
1992306,
1992336,
1993001,
1993032,
1993060,
1993091,35.51065357418859,,8225.5,0.963561,8225.5,-1.436067129285184,-1.436067129285184
1993121,35.64126142374501,,8373.360000000001,0.9948010000000000,8373.360000000001,1.083931704956348,-0.3521354243288359
1993152,35.5942502388025,,8319.74,0.997992,8319.74,-0.3923789369316645,-0.7445143612605004
1993182,35.64058038387066,,8372.58,1.00186,8372.58,0.386676618005494,-0.3578377432550064
1993213,35.58888576028539,,8313.65,0.999179,8313.65,-0.4312912915593563,-0.7891290348143627
1993244,
1993274,35.58296916989595,,8306.940000000001,0.898071,8306.940000000001,-0.04916854728696098,-0.8382975821013237
1993305,
1993335,
1994001,
1994032,
1994060,
1994091,
1994121,35.55925757952046,,8280.120000000001,0.969301,8280.120000000001,-0.1966523223233562,-1.03494990442468
1994152,35.58302210312311,,8307,0.998808,8307,0.1970920365121583,-0.8378578679125217
1994182,35.37106498747767,,8071.27,0.974465,8071.27,-1.735584383992222,-2.573442251904743
1994213,35.67171869366803,,8408.34,0.9433200000000000,8408.34,2.47686838672266,-0.09657386518208311
1994244,35.47776437275737,,8188.81,0.995746,8188.81,-1.609419147668857,-1.70599301285094
1994274,35.41866887051503,,8123.43,0.936142,8123.43,-0.4819860796878374,-2.187979092538777
1994305,
1994335,
1995001,
1995032,
1995060,
1995091,35.44825032684628,,8156.07,0.972356,8156.07,0.24078499016752,-1.947194102371257
1995121,35.51976243005081,,8235.700000000001,0.979166,8235.700000000001,0.586098225131984,-1.361095877239273
1995152,35.47381604770515,,8184.42,0.988348,8184.42,-0.3772205173995922,-1.738316394638865
1995182,35.37495917769106,,8075.52,0.99761,8075.52,-0.8036865503550508,-2.542002944993916
1995213,35.28394222682966,,7976.97,0.991935,7976.97,-0.7305113622298263,-3.272514307223743
1995244,35.29068044218116,,7984.21,0.986974,7984.21,0.05377488915720242,-3.21873941806654
1995274,35.09298733105849,,7775.47,0.996123,7775.47,-1.557664273035078,-4.776403691101619
1995305,
1995335,
1996001,
1996032,
1996061,
1996092,35.08042428324541,,7762.46,0.960214,7762.46,-0.09760180609651714,-4.874005497198135
1996122,35.38551004023547,,8087.05,0.97473,8087.05,2.417266983259429,-2.456738513938707
1996153,
1996183,34.9328951569113,,7611.93,1.00112,7611.93,-3.551301041037864,-6.008039554976571
1996214,34.81872586879611,,7498.25,0.995695,7498.25,-0.8625359637259415,-6.870575518702513
1996245,34.69882259567238,,7381.46,0.9819250000000000,7381.46,-0.8920364870545104,-7.762612005757023
1996275,34.6616110967628,,7345.75,0.971037,7345.75,-0.274009988986627,-8.03662199474365
1996306,
1996336,
1997001,
1997032,
1997060,34.33748947293996,,7045.21,0.832116,7045.21,-2.331706116903403,-10.36832811164705
1997091,34.67041927227518,,7354.18,0.918111,7354.18,2.396445886552507,-7.971882225094546
1997121,34.59215766802082,,7279.76,0.9656590000000000,7279.76,-0.5726309974718861,-8.544513222566431
1997152,34.57330548073988,,7261.99,0.977564,7261.99,-0.1370721030665143,-8.681585325632945
1997182,34.41129960240394,,7112.02,0.996729,7112.02,-1.164275382534904,-9.845860708167848
1997213,34.32729730011648,,7036.06,0.999206,7036.06,-0.5942267568497134,-10.44008746501756
1997244,34.19429137961298,,6918.3,0.98543,6918.3,-0.9279724803313435,-11.3680599453489
1997274,34.08680181299535,,6825.34,0.982329,6825.34,-0.7386314249460252,-12.10669137029493
1997305,
1997335,
1998001,
1998032,
1998060,
1998091,
1998121,34.44211812239114,,7140.19,0.932334,7140.19,2.480446144601959,-9.626245225692969
1998152,34.12703994967216,,6859.91,0.999182,6859.91,-2.205112577874742,-11.83135780356771
1998182,34.06342349301465,,6805.38,0.997676,6805.38,-0.4346650567136631,-12.26602286028138
1998213,34.07948129388319,,6819.08,0.998705,6819.08,0.109389376255287,-12.15663348402609
